application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Notification Service,APP008_T18,Guava,1.5.0,97.0,75.0,40.0,50.0,75.4,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T19,JUnit5,2.17.1,91.0,75.0,40.0,50.0,72.7,High,Highest matched CVSS is 9.1; vulnerability severity score is 91.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T20,Lodash,1.0.0,73.0,75.0,40.0,50.0,64.6,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T21,JUnit5,3.2.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T22,OpenSSL,2.14.1,95.0,0.0,100.0,50.0,67.75,High,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T23,SLF4J,1.5.0,67.0,0.0,40.0,50.0,43.15,Medium,Highest matched CVSS is 6.7; vulnerability severity score is 67.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T24,SnakeYAML,1.0.0,88.0,0.0,40.0,50.0,52.6,High,Highest matched CVSS is 8.8; vulnerability severity score is 88.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T25,JUnit5,3.2.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T26,Lodash,1.0.0,73.0,75.0,40.0,50.0,64.6,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T27,OkHttp,3.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T28,Log4j,2.14.1,100.0,0.0,40.0,50.0,58.0,High,Highest matched CVSS is 10.0; vulnerability severity score is 100.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T29,Commons IO,1.0.0,63.0,0.0,100.0,50.0,53.35,High,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T30,OkHttp,3.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T31,Log4j,2.0.0,72.0,100.0,40.0,50.0,70.4,High,Highest matched CVSS is 7.2; vulnerability severity score is 72.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T32,Gson,2.0.0,77.0,0.0,40.0,50.0,47.65,Medium,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T33,Guava,2.0.0,30.0,75.0,40.0,50.0,45.25,Medium,Highest matched CVSS is 3.0; vulnerability severity score is 30.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T34,Log4j,1.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T35,OkHttp,2.0.0,61.0,75.0,40.0,50.0,59.2,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T36,Guava,3.2.1,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T37,Jetty,2.14.1,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T38,Log4j,2.17.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T39,Jackson,3.2.1,53.0,100.0,40.0,50.0,61.85,High,Highest matched CVSS is 5.3; vulnerability severity score is 53.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T40,Jackson,2.14.1,43.0,100.0,40.0,50.0,57.35,High,Highest matched CVSS is 4.3; vulnerability severity score is 43.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_D01,Spring Boot,3.2.1,49.0,0.0,0.0,25.0,24.55,Low,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D02,React,2.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D03,Express,3.0.0,55.0,0.0,0.0,25.0,27.25,Medium,Highest matched CVSS is 5.5; vulnerability severity score is 55.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D04,FastAPI,2.17.1,78.0,100.0,0.0,25.0,62.6,High,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D05,Kafka Client,1.5.0,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D06,PostgreSQL JDBC,3.2.1,0.0,75.0,0.0,25.0,21.25,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D07,MySQL Connector,1.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D08,Redis Client,3.2.1,57.0,100.0,0.0,25.0,53.15,High,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D09,Netty,1.5.0,50.0,100.0,0.0,25.0,50.0,High,Highest matched CVSS is 5.0; vulnerability severity score is 50.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_D10,Hibernate,1.0.0,94.0,100.0,0.0,25.0,69.8,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Mobile Backend,APP009_T01,SLF4J,2.0.0,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T02,OkHttp,1.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T03,Guava,2.14.1,63.0,0.0,40.0,50.0,41.35,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T04,Tomcat,3.0.0,57.0,0.0,40.0,50.0,38.65,Medium,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T05,JUnit5,1.5.0,58.0,100.0,40.0,50.0,64.1,High,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T06,Axios,2.0.0,62.0,75.0,40.0,50.0,59.65,High,Highest matched CVSS is 6.2; vulnerability severity score is 62.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T07,Jetty,2.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T08,Commons IO,2.0.0,97.0,100.0,40.0,50.0,81.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T09,SLF4J,3.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T10,Tomcat,1.5.0,87.0,100.0,100.0,50.0,89.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T11,Lodash,3.2.1,49.0,0.0,40.0,50.0,35.05,Medium,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T12,Tomcat,3.2.1,76.0,0.0,40.0,50.0,47.2,Medium,Highest matched CVSS is 7.6; vulnerability severity score is 76.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T13,Jetty,3.2.1,61.0,0.0,40.0,50.0,40.45,Medium,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T14,Lodash,2.0.0,84.0,100.0,40.0,50.0,75.8,Critical,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T15,SnakeYAML,2.14.1,0.0,75.0,100.0,50.0,43.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T16,Gson,3.0.0,96.0,0.0,40.0,50.0,56.2,High,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T17,Gson,3.0.0,96.0,0.0,40.0,50.0,56.2,High,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T18,Guava,1.5.0,97.0,100.0,100.0,50.0,93.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T19,Log4j,2.14.1,100.0,75.0,40.0,50.0,76.75,Critical,Highest matched CVSS is 10.0; vulnerability severity score is 100.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T20,Jetty,2.17.1,73.0,0.0,40.0,50.0,45.85,Medium,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T21,Gson,3.0.0,96.0,0.0,40.0,50.0,56.2,High,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T22,Tomcat,1.5.0,87.0,100.0,100.0,50.0,89.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T23,Axios,3.2.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T24,OkHttp,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T25,Jackson,2.0.0,50.0,100.0,40.0,50.0,60.5,High,Highest matched CVSS is 5.0; vulnerability severity score is 50.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T26,Guava,2.17.1,79.0,0.0,40.0,50.0,48.55,Medium,Highest matched CVSS is 7.9; vulnerability severity score is 79.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T27,JUnit5,3.2.1,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T28,Lodash,2.17.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T29,Guava,1.5.0,97.0,100.0,100.0,50.0,93.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T30,Tomcat,3.0.0,57.0,0.0,40.0,50.0,38.65,Medium,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T31,Log4j,2.17.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T32,Commons IO,2.0.0,97.0,100.0,40.0,50.0,81.65,Critical,Highest matched CVSS is 9.7; vulnerability severity score is 97.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T33,Lodash,3.0.0,77.0,0.0,40.0,50.0,47.65,Medium,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T34,Jetty,1.5.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T35,Log4j,3.2.1,94.0,0.0,40.0,50.0,55.3,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T36,JUnit5,3.2.1,0.0,100.0,100.0,50.0,50.0,High,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T37,Commons IO,3.0.0,46.0,0.0,40.0,50.0,33.7,Medium,Highest matched CVSS is 4.6; vulnerability severity score is 46.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T38,SLF4J,3.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T39,Axios,2.17.1,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Mobile Backend,APP009_T40,Commons IO,1.5.0,66.0,100.0,40.0,50.0,67.7,High,Highest matched CVSS is 6.6; vulnerability severity score is 66.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_D01,Spring Boot,1.5.0,70.0,100.0,0.0,25.0,59.0,High,Highest matched CVSS is 7.0; vulnerability severity score is 70.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D02,React,3.0.0,78.0,0.0,0.0,25.0,37.6,Medium,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D03,Express,1.5.0,40.0,100.0,0.0,25.0,45.5,Medium,Highest matched CVSS is 4.0; vulnerability severity score is 40.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D04,FastAPI,1.0.0,87.0,0.0,0.0,25.0,41.65,Medium,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D05,Kafka Client,2.14.1,59.0,0.0,0.0,25.0,29.05,Medium,Highest matched CVSS is 5.9; vulnerability severity score is 59.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D06,PostgreSQL JDBC,1.5.0,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D07,MySQL Connector,2.0.0,73.0,0.0,0.0,25.0,35.35,Medium,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D08,Redis Client,2.0.0,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D09,Netty,2.0.0,85.0,0.0,0.0,25.0,40.75,Medium,Highest matched CVSS is 8.5; vulnerability severity score is 85.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_D10,Hibernate,1.0.0,94.0,100.0,0.0,25.0,69.8,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Admin Dashboard,APP010_T01,BouncyCastle,1.0.0,90.0,100.0,100.0,50.0,90.5,Critical,Highest matched CVSS is 9.0; vulnerability severity score is 90.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T02,SLF4J,2.14.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T03,Jackson,1.0.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T04,JUnit5,3.2.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Admin Dashboard,APP010_T05,OpenSSL,1.5.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
